Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  500
Population Size              :  1000
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    109     91.774      6.334		0.31467949913026405 | 0.7323258087671446
 R   1 G 379    107     96.994      3.598		0.0 | 0.01

 R   1 G 380    107     96.994      3.562		0.01 | 0.02

 R   1 G 381    107     97.138      3.668		0.01 | 0.0

 R   1 G 382    107      96.94      3.557		0.01 | 0.0

 R   1 G 383    107     97.018      3.591		0.01 | 0.01

 R   1 G 384    107     96.868      3.641		0.01 | 0.01

 R   1 G 385    107      97.09      3.653		0.01 | 0.02

 R   1 G 386    107     96.662      3.549		0.01 | 0.0

 R   1 G 387    107      96.86      3.616		0.01 | 0.0

 R   1 G 388    107     96.798      3.571		0.03 | 0.01

 R   1 G 389    107      96.96      3.547		0.02 | 0.0

 R   1 G 390    107     96.848      3.574		0.01 | 0.01

 R   1 G 391    107     97.048      3.445		0.01 | 0.01

 R   1 G 392    107     96.792      3.609		0.0 | 0.02

 R   1 G 393    107     96.994      3.601		0.0 | 0.03360256997483811

 R   1 G 394    107     96.908      3.704		0.02 | 0.01

 R   1 G 395    107     96.932       3.61		0.01 | 0.0

 R   1 G 396    107     96.806      3.557		0.0 | 0.03360256997483811

 R   1 G 397    107       96.7      3.494		0.0 | 0.03360256997483811

 R   1 G 398    107     96.912      3.588		0.02 | 0.0

 R   1 G 399    107     96.994      3.632		0.01 | 0.0

 R   1 G 400    107     97.224      3.427		0.0 | 0.03360256997483811

 R   1 G 401    107      96.77      3.611		0.0 | 0.03360256997483811

 R   1 G 402    111     96.774      3.586		0.0 | 0.043602569974838114

 R   1 G 403    107     96.814      3.627		0.02 | 0.0

 R   1 G 404    109     96.842      3.545		0.02 | 0.0

 R   1 G 405    107     96.998      3.723		0.01 | 0.01

 R   1 G 406    107     96.976      3.624		0.01 | 0.0

 R   1 G 407    107     96.958      3.565		0.0 | 0.03360256997483811

 R   1 G 408    107     97.004      3.591		0.0 | 0.03360256997483811

 R   1 G 409    107     97.058      3.552		0.0 | 0.03360256997483811

 R   1 G 410    107      96.79      3.681		0.01 | 0.0036025699748381095

 R   1 G 411    107     96.816      3.598		0.0 | 0.02360256997483811

 R   1 G 412    105      97.06      3.586		0.03 | 0.0

 R   1 G 413    107     96.976      3.672		0.0 | 0.03360256997483811

 R   1 G 414    107     96.844      3.755		0.0 | 0.03360256997483811

 R   1 G 415    111     96.732      3.732		0.01 | 0.03360256997483811

 R   1 G 416    107     96.756       3.68		0.0 | 0.03360256997483811

 R   1 G 417    107     97.178      3.701		0.01 | 0.0

 R   1 G 418    107     96.932      3.551		0.0 | 0.03360256997483811

 R   1 G 419    107      96.87      3.655		0.01 | 0.0036025699748381095

 R   1 G 420    107     96.918      3.663		0.0 | 0.043602569974838114

 R   1 G 421    107     96.784      3.614		0.0 | 0.043602569974838114

 R   1 G 422    107      96.94      3.849		0.0 | 0.03360256997483811

 R   1 G 423    107     96.832      3.655		0.02 | 0.0

 R   1 G 424    107     96.968      3.651		0.01 | 0.03360256997483811

 R   1 G 425    107     97.112      3.639		0.0 | 0.043602569974838114

 R   1 G 426    107     96.986      3.707		0.01 | 0.03360256997483811

 R   1 G 427    107      97.01      3.581		0.01 | 0.03360256997483811

 R   1 G 428    107     96.728       3.65		0.01 | 0.03360256997483811

 R   1 G 429    107     96.664      3.735		0.0 | 0.03360256997483811

 R   1 G 430    107     96.942      3.711		0.01 | 0.043602569974838114

 R   1 G 431    107     96.818      3.641		0.01 | 0.03360256997483811

 R   1 G 432    107     97.058      3.716		0.01 | 0.0

 R   1 G 433    107     97.152      3.759		0.0 | 0.02360256997483811

 R   1 G 434    107     96.842      3.724		0.02 | 0.0

 R   1 G 435    107     97.062      3.685		0.01 | 0.03360256997483811

 R   1 G 436    107     96.932      3.789		0.01 | 0.03360256997483811

 R   1 G 437    107     97.126       3.76		0.01 | 0.03360256997483811

 R   1 G 438    107     96.874      3.626		0.02 | 0.01

 R   1 G 439    109     96.978      3.561		0.01 | 0.03360256997483811

 R   1 G 440    105     96.844      3.575		0.01 | 0.0036025699748381095

 R   1 G 441    107     96.766      3.636		0.02 | 0.0

 R   1 G 442    107     97.156      3.539		0.02 | 0.0

 R   1 G 443    109     97.098      3.792		0.02 | 0.0

 R   1 G 444    109     96.842      3.664		0.02 | 0.0

 R   1 G 445    107     96.932      3.776		0.01 | 0.01360256997483811

 R   1 G 446    107     97.026      3.552		0.02 | 0.0

 R   1 G 447    107     96.918      3.701		0.01 | 0.03360256997483811

 R   1 G 448    107     96.862      3.621		0.01 | 0.03360256997483811

 R   1 G 449    107     96.886      3.728		0.01 | 0.0036025699748381095

 R   1 G 450    107     96.862      3.702		0.02 | 0.0

 R   1 G 451    107     96.788      3.677		0.02 | 0.01

 R   1 G 452    107     96.884      3.638		0.01 | 0.03360256997483811

 R   1 G 453    107     96.962      3.629		0.01 | 0.03360256997483811

 R   1 G 454    107     96.902      3.478		0.01 | 0.0036025699748381095

 R   1 G 455    107     96.864      3.641		0.01 | 0.03360256997483811

 R   1 G 456    107     96.968      3.649		0.02 | 0.0

 R   1 G 457    107     96.716      3.656		0.01 | 0.03360256997483811

 R   1 G 458    109     96.904      3.726		0.01 | 0.02360256997483811

 R   1 G 459    107     96.748      3.668		0.01 | 0.03360256997483811

 R   1 G 460    107     96.886      3.569		0.01 | 0.01

 R   1 G 461    107     96.862      3.661		0.01 | 0.03360256997483811

 R   1 G 462    107     96.984      3.601		0.02 | 0.0

 R   1 G 463    109     96.938      3.604		0.01 | 0.01

 R   1 G 464    107     96.692      3.772		0.01 | 0.03360256997483811

 R   1 G 465    107     96.778      3.614		0.01 | 0.01

 R   1 G 466    109     97.074      3.598		0.01 | 0.01

 R   1 G 467    107      96.78      3.649		0.02 | 0.0

 R   1 G 468    107     96.882      3.689		0.01 | 0.02360256997483811

 R   1 G 469    107     97.032      3.588		0.01 | 0.0036025699748381095

 R   1 G 470    107     96.826      3.733		0.02 | 0.0

 R   1 G 471    107      96.87      3.583		0.01 | 0.01

 R   1 G 472    107       97.1      3.662		0.01 | 0.01

 R   1 G 473    107      96.83      3.652		0.04 | 0.0

 R   1 G 474    107     96.778      3.652		0.04 | 0.0

 R   1 G 475    107     96.694      3.709		0.0 | 0.03360256997483811

 R   1 G 476    107     97.074      3.622		0.01 | 0.01

 R   1 G 477    107     97.076       3.62		0.0 | 0.02360256997483811

 R   1 G 478    109     96.792      3.658		0.04 | 0.01

 R   1 G 479    107      96.83      3.691		0.01 | 0.01

 R   1 G 480    107     96.784      3.806		0.02 | 0.0

 R   1 G 481    107     96.962      3.527		0.01 | 0.0

 R   1 G 482    107     97.238      3.653		0.01 | 0.03360256997483811

 R   1 G 483    111     96.914      3.691		0.04 | 0.01

 R   1 G 484    111      97.02      3.542		0.04 | 0.02

 R   1 G 485    107      96.96      3.644		0.0 | 0.03360256997483811

 R   1 G 486    107     96.912      3.558		0.02 | 0.0

 R   1 G 487    107      96.82      3.681		0.02 | 0.0

 R   1 G 488    107     96.928      3.652		0.01 | 0.01

 R   1 G 489    107      96.83      3.559		0.01 | 0.01

 R   1 G 490    107     96.786       3.49		0.0 | 0.03360256997483811

 R   1 G 491    109     96.922       3.72		0.04 | 0.02

 R   1 G 492    107     96.878       3.61		0.02 | 0.0

 R   1 G 493    107     97.032      3.628		0.04 | 0.03

 R   1 G 494    107      96.71      3.512		0.02 | 0.0

 R   1 G 495    107     96.824      3.649		0.01 | 0.0

 R   1 G 496    105     96.942      3.425		0.01 | 0.0

 R   1 G 497    109     96.914      3.643		0.01 | 0.01

 R   1 G 498    107      96.74      3.698		0.02 | 0.01

 R   1 G 499    107     96.946      3.706		0.02 | 0.0

1      6       0.01        0.0 RawFitness
           0          0          119

 R   2 G   0    117     91.742      6.648		0.168357985225442 | 0.38363223716960393

 R   2 G   1    109     92.244      6.546		0.8071090722145567 | 0.46225358135425565

 R   2 G   2    115     92.834      6.611		0.12414836683795016 | 0.3515562751402267

 R   2 G   3    111     92.848      6.444		0.18944576237266508 | 0.3380320235600268

 R   2 G   4    111     93.308       6.23		0.3115442309086348 | 0.8022384684532632

 R   2 G   5    113      93.63      6.038		0.3730622429120538 | 0.5445843517701654

 R   2 G   6    115     93.996      6.405		0.29157773796619746 | 0.7452197127070868

 R   2 G   7    119     94.198      5.751		0.20073481484993116 | 0.30016170112631857

 R   2 G   8    113     94.214      5.937		0.16270453055581635 | 0.3722314906590788

 R   2 G   9    115      94.34      6.061		0.16243055279013874 | 0.12181307550588805

 R   2 G  10    113     94.628      6.011		0.16270453055581635 | 0.3822314906590788

 R   2 G  11    113      94.32      5.938		0.16270453055581635 | 0.3722314906590788

 R   2 G  12    111     94.608      5.532		0.16270453055581635 | 0.3822314906590788

 R   2 G  13    117      94.51      6.137		0.5176678988903474 | 0.21976547722508655

 R   2 G  14    111       94.9      5.813		0.036643358048280894 | 0.6840035753415495

 R   2 G  15    113     95.126       5.71		0.16270453055581635 | 0.3822314906590788

 R   2 G  16    111     94.902      5.517		0.14511063052716844 | 0.1392878649765652

 R   2 G  17    111     94.658       5.65		0.10955914159605307 | 0.1533789338731747

 R   2 G  18    111     95.232      5.612		0.3268146493964459 | 0.3390839737564144

 R   2 G  19    113     94.908      5.636		0.20073481484993116 | 0.3101617011263186

 R   2 G  20    115     95.362      5.653		0.16270453055581635 | 0.3822314906590788

 R   2 G  21    121     95.294      5.464		0.10955914159605307 | 0.1533789338731747

 R   2 G  22    113     95.424      5.263		0.14511063052716844 | 0.1492878649765652

 R   2 G  23    115     95.222      5.668		0.20073481484993116 | 0.3101617011263186

 R   2 G  24    113     95.348      5.386		0.16270453055581635 | 0.3822314906590788

 R   2 G  25    113     95.728       5.35		0.3268146493964459 | 0.3390839737564144

 R   2 G  26    111     95.146      5.495		0.3285965392399849 | 0.13480721575551913

 R   2 G  27    113      95.47      5.358		0.16270453055581635 | 0.3822314906590788

 R   2 G  28    115     95.644      5.329		0.10955914159605307 | 0.14337893387317469

 R   2 G  29    113     95.726      4.793		0.08552028328076444 | 0.24000687255423503

 R   2 G  30    115     95.976       5.13		0.10955914159605307 | 0.1533789338731747

 R   2 G  31    111     95.746      4.925		0.11494300597731688 | 0.04099521527733873

 R   2 G  32    109     95.988      4.677		0.13511063052716843 | 0.1492878649765652

 R   2 G  33    113     96.046      4.845		0.10955914159605307 | 0.14337893387317469

 R   2 G  34    115       96.1      4.859		0.08552028328076444 | 0.25000687255423504

 R   2 G  35    111     95.972      4.744		0.11494300597731688 | 0.04099521527733873

 R   2 G  36    113     95.974      4.839		0.14243055279013872 | 0.12181307550588805

 R   2 G  37    111     96.224      4.697		0.11494300597731688 | 0.030995215277338728

 R   2 G  38    113     96.032      4.614		0.11494300597731688 | 0.030995215277338728

 R   2 G  39    111       96.1      4.825		0.11955914159605306 | 0.14337893387317469

 R   2 G  40    113     96.286       4.72		0.08552028328076444 | 0.25000687255423504

 R   2 G  41    111     96.164      4.643		0.15511063052716845 | 0.1492878649765652

 R   2 G  42    113     96.132      4.558		0.12494300597731688 | 0.04099521527733873

 R   2 G  43    111     96.422      4.693		0.10955914159605307 | 0.14337893387317469

 R   2 G  44    115     96.202      4.657		0.14243055279013872 | 0.13181307550588806

 R   2 G  45    107     96.202      4.177		0.08552028328076444 | 0.25000687255423504

 R   2 G  46    109     96.298      4.536		0.11494300597731688 | 0.030995215277338728

 R   2 G  47    111      96.11      4.262		0.11494300597731688 | 0.04099521527733873

 R   2 G  48    111     96.422      4.534		0.09955914159605307 | 0.1633789338731747

 R   2 G  49    113     96.328      4.519		0.08552028328076444 | 0.25000687255423504

 R   2 G  50    109     96.412      4.442		0.09955914159605307 | 0.1533789338731747

 R   2 G  51    111     96.568      4.533		0.11494300597731688 | 0.04099521527733873

 R   2 G  52    113     96.398      4.364		0.11494300597731688 | 0.030995215277338728

 R   2 G  53    109     96.318      4.285		0.11494300597731688 | 0.05099521527733873

 R   2 G  54    107      96.41      4.277		0.15511063052716845 | 0.1392878649765652

 R   2 G  55    109     96.542      4.151		0.10494300597731689 | 0.04099521527733873

 R   2 G  56    109      96.64      4.096		0.10494300597731689 | 0.04099521527733873

 R   2 G  57    109      96.68      4.208		0.12494300597731688 | 0.030995215277338728

 R   2 G  58    107      96.55      3.999		0.03072194303625219 | 0.012163078293412677

 R   2 G  59    111     96.612      3.917		0.11494300597731688 | 0.04099521527733873

 R   2 G  60    109     96.662      4.082		0.02072194303625219 | 0.012163078293412677

 R   2 G  61    107     96.688      3.788		0.02072194303625219 | 0.02216307829341268

 R   2 G  62    109     96.742      4.043		0.010721943036252188 | 0.012163078293412677

 R   2 G  63    111     96.726      4.076		0.02072194303625219 | 0.012163078293412677

 R   2 G  64    107      96.73      3.916		0.11494300597731688 | 0.04099521527733873

 R   2 G  65    109     96.606      3.862		0.09955914159605307 | 0.1633789338731747

 R   2 G  66    111      96.73      3.951		0.12494300597731688 | 0.04099521527733873

 R   2 G  67    113     96.534      3.908		0.11494300597731688 | 0.04099521527733873

 R   2 G  68    109      96.72      3.809		0.11494300597731688 | 0.030995215277338728

 R   2 G  69    109     96.708      3.964		0.02072194303625219 | 0.012163078293412677

 R   2 G  70    109     96.766      4.106		0.11494300597731688 | 0.04099521527733873

 R   2 G  71    111     96.672      3.887		0.11494300597731688 | 0.04099521527733873

 R   2 G  72    107     96.596      3.884		7.21943036252188E-4 | 0.012163078293412677

 R   2 G  73    109     96.762      3.979		0.02072194303625219 | 0.012163078293412677

 R   2 G  74    111     96.948      4.164		0.11494300597731688 | 0.04099521527733873

 R   2 G  75    109     96.846      3.956		0.02072194303625219 | 0.012163078293412677

 R   2 G  76    109       96.8      3.978		0.11494300597731688 | 0.05099521527733873

 R   2 G  77    111     96.628       3.95		0.02072194303625219 | 0.012163078293412677

 R   2 G  78    109     96.758      4.012		0.11494300597731688 | 0.04099521527733873

 R   2 G  79    111     96.728      3.898		0.02072194303625219 | 0.02216307829341268

 R   2 G  80    109     96.892      3.945		0.02072194303625219 | 0.012163078293412677

 R   2 G  81    109     96.624      3.901		0.02072194303625219 | 0.012163078293412677

 R   2 G  82    109     96.762        3.9		0.010721943036252188 | 0.012163078293412677

 R   2 G  83    107     96.864      3.953		0.02072194303625219 | 0.012163078293412677

 R   2 G  84    107      96.75      4.033		0.11494300597731688 | 0.030995215277338728

 R   2 G  85    111     96.542      4.027		0.11494300597731688 | 0.04099521527733873

 R   2 G  86    107     96.978      3.919		0.02072194303625219 | 0.012163078293412677

 R   2 G  87    111     96.846      3.971		0.11494300597731688 | 0.030995215277338728

 R   2 G  88    107      96.74       3.88		0.02072194303625219 | 0.02216307829341268

 R   2 G  89    109     96.578      3.945		0.010721943036252188 | 0.012163078293412677

 R   2 G  90    111     96.732      3.904		0.02072194303625219 | 0.012163078293412677

 R   2 G  91    111     96.884      3.871		0.11494300597731688 | 0.030995215277338728

 R   2 G  92    109     97.028      3.858		0.11494300597731688 | 0.030995215277338728

 R   2 G  93    109     96.928      3.817		0.02072194303625219 | 0.02216307829341268

 R   2 G  94    111     96.708      3.976		0.02072194303625219 | 0.02216307829341268

 R   2 G  95    109     96.784      3.903		0.11494300597731688 | 0.04099521527733873

 R   2 G  96    115     96.594      3.799		0.11494300597731688 | 0.04099521527733873

 R   2 G  97    107     96.744      3.797		0.02072194303625219 | 0.012163078293412677

 R   2 G  98    109     96.716      3.886		0.11494300597731688 | 0.030995215277338728

 R   2 G  99    107     97.024      3.723		7.21943036252188E-4 | 0.012163078293412677

 R   2 G 100    109     96.686       3.78		0.02072194303625219 | 0.012163078293412677

 R   2 G 101    109     96.896      3.781		0.02072194303625219 | 0.012163078293412677

 R   2 G 102    109     96.674      3.687		0.02072194303625219 | 0.02216307829341268

 R   2 G 103    107     96.838      3.743		0.02072194303625219 | 0.02216307829341268

 R   2 G 104    109     96.844      3.858		0.02072194303625219 | 0.02216307829341268

 R   2 G 105    107     96.784      3.775		0.02072194303625219 | 0.012163078293412677

 R   2 G 106    109      96.89      3.835		0.02072194303625219 | 0.012163078293412677

 R   2 G 107    109     96.814      3.708		0.03072194303625219 | 0.012163078293412677

 R   2 G 108    109     96.958      3.803		0.02072194303625219 | 0.02216307829341268

 R   2 G 109    107     96.774      3.605		0.02072194303625219 | 0.012163078293412679

 R   2 G 110    109     96.792      3.815		0.02072194303625219 | 0.012163078293412679
