Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  500
Population Size              :  1000
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    173     147.29      9.411		0.01879760767170746 | 0.06135201897844156
 R  16 G 231    169    156.008      4.225		0.9577019963666545 | 0.002815751678193385

 R  16 G 232    169    156.004      4.341		0.9577019963666545 | 0.002815751678193385

 R  16 G 233    167    156.224      4.327		0.9677019963666545 | 0.002815751678193385

 R  16 G 234    167    156.032      4.331		0.9677019963666545 | 0.002815751678193385

 R  16 G 235    169    156.056      4.141		0.9477019963666545 | 0.002815751678193385

 R  16 G 236    167    156.418      4.367		0.9477019963666545 | 0.002815751678193385

 R  16 G 237    167    155.902      4.347		0.9577019963666545 | 0.002815751678193385

 R  16 G 238    167    156.118        4.3		0.9577019963666545 | 0.002815751678193385

 R  16 G 239    169     156.35      4.331		0.9577019963666545 | 0.002815751678193385

 R  16 G 240    169    156.124      4.397		0.9577019963666545 | 0.002815751678193385

 R  16 G 241    167    156.384      4.482		0.9577019963666545 | 0.002815751678193385

 R  16 G 242    167    156.074        4.6		0.9577019963666545 | 0.002815751678193385

 R  16 G 243    169    156.034      4.624		0.9577019963666545 | 0.002815751678193385

 R  16 G 244    171    156.172      4.547		0.9477019963666545 | 0.002815751678193385

 R  16 G 245    167    155.968      4.454		0.9577019963666545 | 0.002815751678193385

 R  16 G 246    169    156.238      4.285		0.9377019963666545 | 0.002815751678193385

 R  16 G 247    171     156.01       4.49		0.9377019963666545 | 0.002815751678193385

 R  16 G 248    171    156.256      4.539		0.9777019963666546 | 0.012815751678193385

 R  16 G 249    169    155.912      4.595		0.9777019963666546 | 0.022815751678193386

 R  16 G 250    167    156.098      4.479		0.9577019963666545 | 0.012815751678193385

 R  16 G 251    173      155.9      4.533		0.9377019963666545 | 0.012815751678193385

 R  16 G 252    167    155.992      4.523		0.9377019963666545 | 0.002815751678193385

 R  16 G 253    167    155.964      4.769		0.9577019963666545 | 0.002815751678193385

 R  16 G 254    169    155.844       4.42		0.9377019963666545 | 0.002815751678193385

 R  16 G 255    167    155.848      4.564		0.9677019963666545 | 0.002815751678193385

 R  16 G 256    169    155.768      4.639		0.9377019963666545 | 0.002815751678193385

 R  16 G 257    169     156.09      4.477		0.9477019963666545 | 0.0

 R  16 G 258    171     156.23      4.434		0.9477019963666545 | 0.0

 R  16 G 259    169    155.946      4.212		0.9677019963666545 | 0.002815751678193385

 R  16 G 260    169     156.03      4.459		0.9777019963666546 | 0.022815751678193386

 R  16 G 261    167     156.22      4.362		0.9677019963666545 | 0.002815751678193385

 R  16 G 262    167    156.222      4.259		0.9477019963666545 | 0.0

 R  16 G 263    169    156.074      4.305		0.9677019963666545 | 0.0

 R  16 G 264    167    156.074      4.318		0.9677019963666545 | 0.022815751678193386

 R  16 G 265    169      156.1      4.289		0.9577019963666545 | 0.0

 R  16 G 266    167    155.988      4.345		0.9777019963666546 | 0.002815751678193385

 R  16 G 267    167    156.358      4.115		0.9577019963666545 | 0.0

 R  16 G 268    167    156.128      4.144		0.9577019963666545 | 0.0

 R  16 G 269    169     156.13      4.269		0.9677019963666545 | 0.0

 R  16 G 270    167    156.314      4.125		0.9777019963666546 | 0.03281575167819339

 R  16 G 271    165    156.178      4.019		0.9777019963666546 | 0.03281575167819339

 R  16 G 272    171    156.268      4.152		0.9577019963666545 | 0.0

 R  16 G 273    167    156.182      4.155		0.9677019963666545 | 0.002815751678193385

 R  16 G 274    167    155.956      4.249		0.9877019963666546 | 0.012815751678193385

 R  16 G 275    167    156.042      4.165		0.9677019963666545 | 0.0

 R  16 G 276    167    156.228      4.061		0.9777019963666546 | 0.012815751678193385

 R  16 G 277    169    156.162      3.889		0.9577019963666545 | 0.022815751678193386

 R  16 G 278    171     156.22      3.991		0.9377019963666545 | 0.002815751678193385

 R  16 G 279    169    156.402      4.132		0.9677019963666545 | 0.0

 R  16 G 280    165    156.092       3.93		0.9877019963666546 | 0.012815751678193385

 R  16 G 281    169     156.41      3.955		0.9677019963666545 | 0.0

 R  16 G 282    167     156.27      3.962		0.9777019963666546 | 0.03281575167819339

 R  16 G 283    167    156.308      4.107		0.9377019963666545 | 0.002815751678193385

 R  16 G 284    169    156.016      4.095		0.9577019963666545 | 0.0

 R  16 G 285    167    156.122      4.106		0.9677019963666545 | 0.0

 R  16 G 286    167    155.986      4.103		0.9577019963666545 | 0.01

 R  16 G 287    167     156.17      4.092		0.9377019963666545 | 0.002815751678193385

 R  16 G 288    167    156.372       4.11		0.9577019963666545 | 0.0

 R  16 G 289    169    156.046      4.428		0.9377019963666545 | 0.002815751678193385

 R  16 G 290    167    156.276      3.868		0.9677019963666545 | 0.0

 R  16 G 291    171    156.334      4.112		0.9577019963666545 | 0.0

 R  16 G 292    167    156.332      4.009		0.9577019963666545 | 0.0

 R  16 G 293    167    156.134      4.088		0.9577019963666545 | 0.0

 R  16 G 294    167    156.114      4.111		0.9377019963666545 | 0.002815751678193385

 R  16 G 295    171    156.272      4.118		0.9377019963666545 | 0.002815751678193385

 R  16 G 296    169    156.242      4.048		0.9377019963666545 | 0.002815751678193385

 R  16 G 297    171     156.21      4.174		0.9377019963666545 | 0.002815751678193385

 R  16 G 298    167    156.304      4.037		0.9777019963666546 | 0.002815751678193385

 R  16 G 299    169    156.156      4.088		0.9377019963666545 | 0.002815751678193385

 R  16 G 300    169    156.196      4.144		0.9477019963666545 | 0.0

 R  16 G 301    167    155.962      4.077		0.9577019963666545 | 0.0

 R  16 G 302    169     156.25      4.079		0.9577019963666545 | 0.0

 R  16 G 303    167    156.344      4.066		0.9677019963666545 | 0.012815751678193385

 R  16 G 304    167    155.914      4.107		0.9777019963666546 | 0.03281575167819339

 R  16 G 305    169     156.06      4.065		0.9677019963666545 | 0.012815751678193385

 R  16 G 306    169    156.214       4.12		0.9477019963666545 | 0.0

 R  16 G 307    169    156.266      3.947		0.9777019963666546 | 0.03281575167819339

 R  16 G 308    169    156.242      4.047		0.9777019963666546 | 0.022815751678193386

 R  16 G 309    167     156.16      4.238		0.9777019963666546 | 0.012815751678193385

 R  16 G 310    167    156.202      4.029		0.9777019963666546 | 0.022815751678193386

 R  16 G 311    167    156.328       3.94		0.9777019963666546 | 0.002815751678193385

 R  16 G 312    167    156.288      4.183		0.9777019963666546 | 0.03281575167819339

 R  16 G 313    169     156.28      4.149		0.9677019963666545 | 0.022815751678193386

 R  16 G 314    167    156.498      4.109		0.9777019963666546 | 0.012815751678193385

 R  16 G 315    169    156.302      4.021		0.9677019963666545 | 0.012815751678193385

 R  16 G 316    167      156.3      4.107		0.9677019963666545 | 0.012815751678193385

 R  16 G 317    169     156.16      4.062		0.9577019963666545 | 0.0

 R  16 G 318    167     156.18      3.874		0.9677019963666545 | 0.012815751678193385

 R  16 G 319    167    156.278       4.16		0.9777019963666546 | 0.022815751678193386

 R  16 G 320    167     155.92      4.189		0.9677019963666545 | 0.012815751678193385

 R  16 G 321    169    156.048       4.24		0.9677019963666545 | 0.0

 R  16 G 322    167     156.33      4.146		0.9677019963666545 | 0.012815751678193385

 R  16 G 323    167     156.36      4.021		0.9677019963666545 | 0.002815751678193385

 R  16 G 324    169    156.182      4.024		0.9477019963666545 | 0.0

 R  16 G 325    167    156.426      3.962		0.9477019963666545 | 0.0

 R  16 G 326    169    156.222      4.235		0.9677019963666545 | 0.012815751678193385

 R  16 G 327    169    156.394      4.047		0.9777019963666546 | 0.012815751678193385

 R  16 G 328    167    156.086      3.931		0.9677019963666545 | 0.012815751678193385

 R  16 G 329    169    156.256      3.999		0.9477019963666545 | 0.0

 R  16 G 330    167    156.296       4.01		0.9677019963666545 | 0.012815751678193385

 R  16 G 331    169    156.158      4.246		0.9677019963666545 | 0.012815751678193385

 R  16 G 332    167    156.116      4.272		0.9777019963666546 | 0.012815751678193385

 R  16 G 333    167    156.106      4.216		0.9677019963666545 | 0.012815751678193385

 R  16 G 334    167    156.226      4.165		0.9577019963666545 | 0.012815751678193385

 R  16 G 335    167    156.078      4.126		0.9677019963666545 | 0.002815751678193385

 R  16 G 336    171    156.212      4.167		0.9677019963666545 | 0.012815751678193385

 R  16 G 337    167    156.384      4.192		0.9577019963666545 | 0.0

 R  16 G 338    167    156.334       4.05		0.9577019963666545 | 0.0

 R  16 G 339    167     156.11      4.017		0.9677019963666545 | 0.012815751678193385

 R  16 G 340    169     156.45      3.955		0.9577019963666545 | 0.0

 R  16 G 341    169    156.144       3.97		0.9677019963666545 | 0.012815751678193385

 R  16 G 342    167     156.08      3.997		0.9577019963666545 | 0.0

 R  16 G 343    169    156.164      3.878		0.9677019963666545 | 0.0

 R  16 G 344    169    156.312      3.969		0.9677019963666545 | 0.0

 R  16 G 345    167    156.278      3.884		0.9877019963666546 | 0.022815751678193386

 R  16 G 346    169    156.456      3.872		0.9877019963666546 | 0.012815751678193385

 R  16 G 347    165    156.326      4.082		0.9677019963666545 | 0.012815751678193385

 R  16 G 348    167    156.234      4.012		0.9677019963666545 | 0.012815751678193385

 R  16 G 349    169    156.316      3.803		0.9677019963666545 | 0.012815751678193385

 R  16 G 350    167    156.424      3.771		0.9577019963666545 | 0.0

 R  16 G 351    165    156.328      3.931		0.9677019963666545 | 0.0

 R  16 G 352    167    156.364      3.797		0.9777019963666546 | 0.03281575167819339

 R  16 G 353    165    156.262      3.977		0.9577019963666545 | 0.0

 R  16 G 354    169    156.324      4.075		0.9777019963666546 | 0.03281575167819339

 R  16 G 355    165    156.262      4.066		0.9877019963666546 | 0.012815751678193385

 R  16 G 356    167    156.404      3.942		0.9677019963666545 | 0.012815751678193385

 R  16 G 357    167    156.486      3.991		0.9777019963666546 | 0.012815751678193385

 R  16 G 358    167    156.444      3.926		0.9877019963666546 | 0.022815751678193386

 R  16 G 359    167    156.192      4.029		0.9577019963666545 | 0.0

 R  16 G 360    167    156.694      3.876		0.9777019963666546 | 0.012815751678193385

 R  16 G 361    167    156.336      3.851		0.9877019963666546 | 0.012815751678193385

 R  16 G 362    167    156.228      3.976		0.9877019963666546 | 0.012815751678193385

 R  16 G 363    167    156.648      4.094		0.9877019963666546 | 0.022815751678193386

 R  16 G 364    167    156.378      3.839		0.9877019963666546 | 0.002815751678193385

 R  16 G 365    167    156.554      3.766		0.9677019963666545 | 0.0

 R  16 G 366    165    156.128      3.793		0.9777019963666546 | 0.012815751678193385

 R  16 G 367    165    156.542      3.741		0.9777019963666546 | 0.012815751678193385

 R  16 G 368    165    156.362      3.868		0.9777019963666546 | 0.012815751678193385

 R  16 G 369    167    156.292      3.795		0.9777019963666546 | 0.012815751678193385

 R  16 G 370    165    156.428      3.818		0.9877019963666546 | 0.022815751678193386

 R  16 G 371    167     156.64      3.674		0.9877019963666546 | 0.022815751678193386

 R  16 G 372    167    156.458      3.711		0.9777019963666546 | 0.012815751678193385

 R  16 G 373    165     156.52      3.679		0.9877019963666546 | 0.022815751678193386

 R  16 G 374    167    156.266      3.721		0.9777019963666546 | 0.012815751678193385

 R  16 G 375    169     156.33        3.8		0.9577019963666545 | 0.0

 R  16 G 376    167    156.264       3.77		0.9877019963666546 | 0.002815751678193385

 R  16 G 377    167    156.566      3.724		0.9877019963666546 | 0.012815751678193385

 R  16 G 378    165    156.452      3.643		0.9777019963666546 | 0.012815751678193385

 R  16 G 379    167    156.492      3.593		0.9777019963666546 | 0.03281575167819339

 R  16 G 380    167     156.36      3.756		0.9777019963666546 | 0.002815751678193385

 R  16 G 381    167    156.432      3.651		0.9577019963666545 | 0.0

 R  16 G 382    167    156.628      3.755		0.9577019963666545 | 0.0

 R  16 G 383    169    156.478      3.642		0.9577019963666545 | 0.0

 R  16 G 384    165    156.466       3.57		0.9877019963666546 | 0.012815751678193385

 R  16 G 385    167    156.564      3.655		0.9777019963666546 | 0.0

 R  16 G 386    165    156.294      3.766		0.9877019963666546 | 0.002815751678193385

 R  16 G 387    167     156.47      3.663		0.9777019963666546 | 0.002815751678193385

 R  16 G 388    167    156.502      3.612		0.9677019963666545 | 0.002815751678193385

 R  16 G 389    167    156.606      3.695		0.9877019963666546 | 0.03281575167819339

 R  16 G 390    165    156.476      3.726		0.9877019963666546 | 0.012815751678193385

 R  16 G 391    167    156.512      3.745		0.99 | 0.002815751678193385

 R  16 G 392    169    156.652      3.627		0.99 | 0.002815751678193385

 R  16 G 393    165    156.282      3.784		0.9877019963666546 | 0.002815751678193385

 R  16 G 394    167    156.428       3.75		0.9777019963666546 | 0.002815751678193385

 R  16 G 395    165    156.304      3.711		0.9877019963666546 | 0.03281575167819339

 R  16 G 396    169    156.596       3.79		0.9777019963666546 | 0.002815751678193385

 R  16 G 397    167    156.452      3.568		0.9877019963666546 | 0.012815751678193385

 R  16 G 398    167    156.262       3.87		0.9777019963666546 | 0.002815751678193385

 R  16 G 399    167    156.306      3.899		0.9677019963666545 | 0.002815751678193385

 R  16 G 400    167    156.482      3.709		0.9777019963666546 | 0.002815751678193385

 R  16 G 401    171    156.654      3.551		0.9777019963666546 | 0.012815751678193385

 R  16 G 402    165    156.446      3.687		0.9777019963666546 | 0.002815751678193385

 R  16 G 403    165    156.384      3.743		0.9777019963666546 | 0.002815751678193385

 R  16 G 404    165    156.382      3.588		0.9777019963666546 | 0.01

 R  16 G 405    167    156.576      3.713		0.9777019963666546 | 0.002815751678193385

 R  16 G 406    167    156.742      3.615		0.9777019963666546 | 0.002815751678193385

 R  16 G 407    165    156.434       3.81		0.9777019963666546 | 0.002815751678193385

 R  16 G 408    169    156.534      3.756		0.9777019963666546 | 0.002815751678193385

 R  16 G 409    167    156.476        3.7		0.9877019963666546 | 0.002815751678193385

 R  16 G 410    169    156.508      3.653		0.9777019963666546 | 0.002815751678193385

 R  16 G 411    167    156.516      3.628		0.9577019963666545 | 0.0

 R  16 G 412    165    156.616      3.491		0.9777019963666546 | 0.002815751678193385

 R  16 G 413    167    156.484      3.813		0.9777019963666546 | 0.002815751678193385

 R  16 G 414    165     156.48      3.505		0.99 | 0.002815751678193385

 R  16 G 415    165    156.486      3.739		0.9877019963666546 | 0.012815751678193385

 R  16 G 416    167    156.604      3.673		0.9777019963666546 | 0.002815751678193385

 R  16 G 417    167     156.59      3.562		0.99 | 0.002815751678193385

 R  16 G 418    167     156.62      3.536		0.9877019963666546 | 0.012815751678193385

 R  16 G 419    165     156.44      3.445		0.9877019963666546 | 0.012815751678193385

 R  16 G 420    167    156.598       3.59		0.99 | 0.002815751678193385

 R  16 G 421    167      156.7       3.56		0.9777019963666546 | 0.002815751678193385

 R  16 G 422    165    156.852      3.403		0.9777019963666546 | 0.002815751678193385

 R  16 G 423    167    156.692       3.46		0.9577019963666545 | 0.0

 R  16 G 424    171    156.776      3.482		0.9577019963666545 | 0.0

 R  16 G 425    167    156.712      3.464		0.9877019963666546 | 0.002815751678193385

 R  16 G 426    167    156.636      3.505		0.9777019963666546 | 0.002815751678193385

 R  16 G 427    167    156.448      3.509		0.99 | 0.002815751678193385

 R  16 G 428    165    156.526      3.434		0.99 | 0.0

 R  16 G 429    165      156.8      3.491		0.99 | 0.0

 R  16 G 430    165    156.484       3.53		0.9877019963666546 | 0.012815751678193385
