Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  200
Population Size              :  200
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0   1496    1359.42      51.39		0.8706525965322613 | 0.13296164268902222
 R   7 G  75   1612    1583.69     18.986		0.9976534345471639 | 0.031174228654292098

 R   7 G  76   1614    1584.92     18.582		0.9976534345471639 | 0.031174228654292098

 R   7 G  77   1616    1584.54     19.573		1.0 | 0.0411742286542921

 R   7 G  78   1618    1586.91      17.16		1.0 | 0.031174228654292098

 R   7 G  79   1610    1587.73     15.707		1.0 | 0.0411742286542921

 R   7 G  80   1618    1587.13     18.988		0.9976534345471639 | 0.0411742286542921

 R   7 G  81   1610    1588.74     16.928		1.0 | 0.0411742286542921

 R   7 G  82   1614    1589.13     16.779		1.0 | 0.0411742286542921

 R   7 G  83   1618    1591.95     10.402		0.9976534345471639 | 0.0411742286542921

 R   7 G  84   1616    1589.47     13.152		1.0 | 0.031174228654292098

 R   7 G  85   1610    1590.39     12.756		1.0 | 0.031174228654292098

 R   7 G  86   1612    1588.91     16.801		1.0 | 0.031174228654292098

 R   7 G  87   1618    1590.52     12.039		0.9976534345471639 | 0.0411742286542921

 R   7 G  88   1616    1591.89      9.641		1.0 | 0.0411742286542921

 R   7 G  89   1612    1592.21      8.484		0.9976534345471639 | 0.0411742286542921

 R   7 G  90   1610    1591.13      7.631		1.0 | 0.031174228654292098

 R   7 G  91   1620    1591.14     14.553		1.0 | 0.021174228654292096

 R   7 G  92   1610    1590.19     12.212		1.0 | 0.0411742286542921

 R   7 G  93   1608    1591.64     10.607		1.0 | 0.031174228654292098

 R   7 G  94   1616    1590.51     12.173		1.0 | 0.021174228654292096

 R   7 G  95   1612    1590.96     13.741		1.0 | 0.011174228654292096

 R   7 G  96   1614    1592.74      9.217		1.0 | 0.031174228654292098

 R   7 G  97   1614    1593.23      8.136		1.0 | 0.031174228654292098

 R   7 G  98   1614    1593.58      7.528		1.0 | 0.011174228654292096

 R   7 G  99   1616     1594.3      7.734		1.0 | 0.011174228654292096

 R   7 G 100   1614    1593.49      9.742		1.0 | 0.031174228654292098

 R   7 G 101   1616    1593.28       8.96		1.0 | 0.011174228654292096

 R   7 G 102   1612    1593.96      8.383		1.0 | 0.031174228654292098

 R   7 G 103   1614     1594.2      8.431		1.0 | 0.021174228654292096

 R   7 G 104   1616    1594.54      8.392		1.0 | 0.011174228654292096

 R   7 G 105   1610    1594.04      7.982		1.0 | 0.011174228654292096

 R   7 G 106   1612    1593.46      8.991		1.0 | 0.011174228654292096

 R   7 G 107   1612    1591.06     16.423		1.0 | 0.011174228654292096

 R   7 G 108   1612    1591.08     17.479		1.0 | 0.011174228654292096

 R   7 G 109   1614    1593.98     11.216		1.0 | 0.011174228654292096

 R   7 G 110   1616     1593.9     11.651		1.0 | 0.011174228654292096

 R   7 G 111   1614    1593.99      7.618		1.0 | 0.011174228654292096

 R   7 G 112   1614    1595.02      8.409		1.0 | 0.011174228654292096

 R   7 G 113   1620    1594.14      9.062		1.0 | 0.011174228654292096

 R   7 G 114   1616    1595.94       7.85		1.0 | 0.011174228654292096

 R   7 G 115   1618    1594.65      9.557		1.0 | 0.011174228654292096

 R   7 G 116   1616    1594.21     13.358		1.0 | 0.011174228654292096

 R   7 G 117   1620    1595.02      11.28		1.0 | 0.011174228654292096

 R   7 G 118   1614     1595.3      7.989		1.0 | 0.011174228654292096

 R   7 G 119   1620    1595.45      7.827		1.0 | 0.0011742286542920956

 R   7 G 120   1616    1594.23     12.357		1.0 | 0.011174228654292096

 R   7 G 121   1618    1595.08     11.756		1.0 | 0.011174228654292096

 R   7 G 122   1616    1593.91     11.741		1.0 | 0.011174228654292096

 R   7 G 123   1612    1595.34      7.492		1.0 | 0.0011742286542920956

 R   7 G 124   1610    1595.01       6.87		1.0 | 0.011174228654292096

 R   7 G 125   1618    1595.77      8.165		1.0 | 0.011174228654292096

 R   7 G 126   1612    1594.66      8.108		1.0 | 0.011174228654292096

 R   7 G 127   1616    1596.15       7.47		1.0 | 0.011174228654292096

 R   7 G 128   1614    1594.93      9.636		1.0 | 0.011174228654292096

 R   7 G 129   1618    1594.43     10.047		1.0 | 0.011174228654292096

 R   7 G 130   1612    1595.61       7.17		1.0 | 0.011174228654292096

 R   7 G 131   1616    1594.84      9.006		1.0 | 0.011174228654292096

 R   7 G 132   1616    1595.66      7.564		1.0 | 0.011174228654292096

 R   7 G 133   1620    1595.29       7.69		1.0 | 0.011174228654292096

 R   7 G 134   1618    1595.56     10.394		1.0 | 0.011174228654292096

 R   7 G 135   1616     1595.3      7.065		1.0 | 0.011174228654292096

 R   7 G 136   1620    1594.36     11.744		1.0 | 0.011174228654292096

 R   7 G 137   1616    1594.22      9.634		1.0 | 0.011174228654292096

 R   7 G 138   1620    1595.01      7.878		1.0 | 0.011174228654292096

 R   7 G 139   1612    1595.32      7.665		1.0 | 0.011174228654292096

 R   7 G 140   1618    1594.91     12.569		1.0 | 0.021174228654292096

 R   7 G 141   1614    1594.83       10.9		1.0 | 0.011174228654292096

 R   7 G 142   1614    1594.48      12.63		1.0 | 0.011174228654292096

 R   7 G 143   1618    1594.83     10.357		1.0 | 0.011174228654292096

 R   7 G 144   1616    1595.58      8.588		1.0 | 0.011174228654292096

 R   7 G 145   1614    1595.32      7.522		1.0 | 0.011174228654292096

 R   7 G 146   1614    1595.71      8.239		1.0 | 0.011174228654292096

 R   7 G 147   1620    1595.78      8.004		1.0 | 0.011174228654292096

 R   7 G 148   1618    1594.39     12.083		1.0 | 0.011174228654292096

 R   7 G 149   1618    1595.34      8.563		1.0 | 0.011174228654292096

 R   7 G 150   1612    1595.19      7.202		1.0 | 0.011174228654292096

 R   7 G 151   1612    1595.18      7.095		1.0 | 0.011174228654292096

 R   7 G 152   1614    1594.69      7.259		1.0 | 0.011174228654292096

 R   7 G 153   1610    1593.92       7.44		1.0 | 0.011174228654292096

 R   7 G 154   1616    1595.01     10.279		1.0 | 0.011174228654292096

 R   7 G 155   1614    1595.13     10.239		1.0 | 0.011174228654292096

 R   7 G 156   1612    1594.92      9.148		1.0 | 0.011174228654292096

 R   7 G 157   1616    1594.42      8.044		1.0 | 0.011174228654292096

 R   7 G 158   1614    1593.45     12.303		1.0 | 0.011174228654292096

 R   7 G 159   1618     1594.7     11.887		1.0 | 0.011174228654292096

 R   7 G 160   1624    1596.14      7.831		1.0 | 0.011174228654292096

 R   7 G 161   1616    1594.68      7.599		1.0 | 0.011174228654292096

 R   7 G 162   1614     1596.0      7.814		1.0 | 0.011174228654292096

 R   7 G 163   1618    1593.22     18.055		1.0 | 0.011174228654292096

 R   7 G 164   1616    1592.71     15.558		1.0 | 0.011174228654292096

 R   7 G 165   1620    1593.81     12.827		1.0 | 0.011174228654292096

 R   7 G 166   1616    1594.33     12.325		1.0 | 0.011174228654292096

 R   7 G 167   1614    1594.47      9.426		1.0 | 0.011174228654292096

 R   7 G 168   1616     1595.8      7.494		1.0 | 0.011174228654292096

 R   7 G 169   1616    1594.88      8.688		1.0 | 0.011174228654292096

 R   7 G 170   1614    1596.14      8.081		1.0 | 0.011174228654292096

 R   7 G 171   1614    1595.33      9.735		1.0 | 0.011174228654292096

 R   7 G 172   1616    1594.75     13.726		1.0 | 0.0011742286542920956

 R   7 G 173   1616    1594.83     15.696		1.0 | 0.011174228654292096

 R   7 G 174   1618    1595.07     11.215		1.0 | 0.0011742286542920956

 R   7 G 175   1616    1596.15      7.653		1.0 | 0.0011742286542920956

 R   7 G 176   1618    1595.17       8.68		1.0 | 0.0011742286542920956

 R   7 G 177   1618     1595.0      9.323		1.0 | 0.0011742286542920956

 R   7 G 178   1618    1594.02     11.622		1.0 | 0.0011742286542920956

 R   7 G 179   1618    1595.94      7.372		1.0 | 0.011174228654292096

 R   7 G 180   1616    1593.98     13.849		1.0 | 0.011174228654292096

 R   7 G 181   1612     1597.2       7.41		1.0 | 0.0011742286542920956

 R   7 G 182   1622     1596.2      8.892		1.0 | 0.0011742286542920956

 R   7 G 183   1614    1595.91      6.967		1.0 | 0.0011742286542920956

 R   7 G 184   1616    1596.84      7.172		1.0 | 0.011174228654292096

 R   7 G 185   1614    1594.86      12.31		1.0 | 0.011174228654292096

 R   7 G 186   1618    1595.75      7.616		1.0 | 0.011174228654292096

 R   7 G 187   1616    1595.35      7.462		1.0 | 0.0011742286542920956

 R   7 G 188   1616    1596.57     10.774		1.0 | 0.0011742286542920956

 R   7 G 189   1620    1596.05      7.759		1.0 | 0.011174228654292096

 R   7 G 190   1622     1595.7      7.309		1.0 | 0.0011742286542920956

 R   7 G 191   1618    1595.78      7.369		1.0 | 0.0011742286542920956

 R   7 G 192   1614    1595.81      7.888		1.0 | 0.011174228654292096

 R   7 G 193   1614    1594.18     11.815		1.0 | 0.011174228654292096

 R   7 G 194   1616    1593.65     13.811		1.0 | 0.0

 R   7 G 195   1616    1590.73     22.779		1.0 | 0.0011742286542920956

 R   7 G 196   1620    1592.53     17.467		1.0 | 0.0011742286542920956

 R   7 G 197   1614     1596.2      8.208		1.0 | 0.0011742286542920956

 R   7 G 198   1616    1596.26      6.961		1.0 | 0.0011742286542920956

 R   7 G 199   1616    1595.72     12.614		1.0 | 0.0011742286542920956

7     72        1.0########### RawFitness
           0          0         1624

 R   8 G   0   1520    1361.29     52.194		0.9661538061609223 | 0.5020683997554694

 R   8 G   1   1530    1375.13     51.541		0.9984345139182143 | 0.7351206438946125

 R   8 G   2   1530    1390.21     50.089		0.881906746660081 | 0.2506407036201195

 R   8 G   3   1546    1407.76     54.682		0.9078969778798908 | 0.28914250275727615

 R   8 G   4   1560    1437.26     61.992		0.9528042539076529 | 0.22947791580677557

 R   8 G   5   1568     1444.8     55.777		0.9528042539076529 | 0.22947791580677557

 R   8 G   6   1590    1471.62     42.774		0.9528042539076529 | 0.22947791580677557

 R   8 G   7   1542    1481.31     38.475		0.9661538061609223 | 0.5020683997554694

 R   8 G   8   1530    1481.14     42.389		0.9978186305766348 | 0.6780738954659252

 R   8 G   9   1554    1486.35     36.363		0.9661538061609223 | 0.5020683997554694

 R   8 G  10   1556    1484.23     35.773		0.9661538061609223 | 0.5020683997554694

 R   8 G  11   1536    1482.78     38.843		0.9978186305766348 | 0.6780738954659252

 R   8 G  12   1538    1482.48     40.291		0.9978186305766348 | 0.6680738954659252

 R   8 G  13   1528    1481.32     39.388		0.9978186305766348 | 0.6780738954659252

 R   8 G  14   1532    1486.17     35.082		0.9978186305766348 | 0.6880738954659252

 R   8 G  15   1538    1492.76     25.538		0.9978186305766348 | 0.6780738954659252

 R   8 G  16   1526    1492.14     28.491		0.9978186305766348 | 0.6780738954659252

 R   8 G  17   1540    1489.47     30.282		0.9978186305766348 | 0.6780738954659252

 R   8 G  18   1532    1490.57     29.154		0.9978186305766348 | 0.6780738954659252

 R   8 G  19   1536    1490.74     31.563		0.9978186305766348 | 0.6780738954659252

 R   8 G  20   1534    1486.61     34.188		1.0 | 0.6880738954659252

 R   8 G  21   1538    1487.58     35.006		0.9978186305766348 | 0.6780738954659252

 R   8 G  22   1540    1488.72     35.616		0.99 | 0.6780738954659252

 R   8 G  23   1538    1489.32     35.883		1.0 | 0.6680738954659252

 R   8 G  24   1542    1490.01     31.299		0.9978186305766348 | 0.6680738954659252

 R   8 G  25   1538    1491.92     27.553		0.9978186305766348 | 0.6880738954659252

 R   8 G  26   1534    1494.75     28.409		0.9978186305766348 | 0.6780738954659252

 R   8 G  27   1530    1493.07     24.896		0.9978186305766348 | 0.6680738954659252

 R   8 G  28   1544    1495.01     25.906		1.0 | 0.6680738954659252

 R   8 G  29   1536    1493.64     26.865		0.9978186305766348 | 0.6680738954659252

 R   8 G  30   1540    1493.32     30.989		1.0 | 0.6680738954659252

 R   8 G  31   1532    1492.53     22.035		1.0 | 0.6780738954659252

 R   8 G  32   1542    1494.48     26.467		1.0 | 0.6680738954659252

 R   8 G  33   1540    1490.14     30.982		0.99 | 0.6680738954659252

 R   8 G  34   1540    1495.58     22.662		1.0 | 0.6680738954659252

 R   8 G  35   1536    1493.04     24.945		1.0 | 0.6680738954659252

 R   8 G  36   1528    1497.21     15.217		1.0 | 0.6680738954659252

 R   8 G  37   1536    1497.88     20.042		1.0 | 0.6780738954659252

 R   8 G  38   1540    1495.69     19.495		1.0 | 0.6680738954659252

 R   8 G  39   1534    1497.17     17.052		1.0 | 0.6680738954659252

 R   8 G  40   1536    1495.92     21.607		1.0 | 0.6680738954659252

 R   8 G  41   1544    1495.01     20.594		1.0 | 0.6680738954659252

 R   8 G  42   1544    1494.95     19.444		1.0 | 0.6680738954659252

 R   8 G  43   1538    1496.32     22.356		1.0 | 0.6580738954659252

 R   8 G  44   1544     1497.3     23.419		0.99 | 0.6780738954659252

 R   8 G  45   1552    1494.65     27.671		1.0 | 0.6680738954659252

 R   8 G  46   1534     1496.8     19.127		1.0 | 0.6680738954659252

 R   8 G  47   1546    1497.63     18.173		1.0 | 0.6580738954659252

 R   8 G  48   1544    1500.54     15.133		1.0 | 0.6780738954659252

 R   8 G  49   1538    1498.12     16.717		1.0 | 0.6580738954659252

 R   8 G  50   1538    1494.61     25.743		1.0 | 0.6680738954659252

 R   8 G  51   1540     1497.0     16.846		1.0 | 0.6580738954659252

 R   8 G  52   1532    1499.25     15.395		1.0 | 0.6680738954659252

 R   8 G  53   1532    1495.12     22.733		1.0 | 0.6680738954659252

 R   8 G  54   1544    1496.62     22.385		1.0 | 0.6580738954659252

 R   8 G  55   1532    1494.25     25.654		1.0 | 0.6580738954659252

 R   8 G  56   1542    1498.65     17.065		1.0 | 0.6680738954659252

 R   8 G  57   1538    1499.38     19.641		1.0 | 0.6680738954659252

 R   8 G  58   1538    1498.92     19.593		1.0 | 0.6580738954659252

 R   8 G  59   1540    1499.71     13.531		1.0 | 0.6580738954659252

 R   8 G  60   1536    1501.54     12.939		1.0 | 0.6580738954659252

 R   8 G  61   1536    1500.26     13.884		1.0 | 0.6580738954659252

 R   8 G  62   1544    1498.17     13.607		1.0 | 0.6680738954659252

 R   8 G  63   1534    1500.07     14.063		1.0 | 0.6680738954659252

 R   8 G  64   1532    1499.56     14.165		1.0 | 0.6580738954659252

 R   8 G  65   1536    1498.87     17.351		1.0 | 0.6580738954659252

 R   8 G  66   1542    1498.09     17.894		1.0 | 0.6580738954659252

 R   8 G  67   1538     1500.9     13.801		1.0 | 0.6580738954659252

 R   8 G  68   1538    1500.88     14.609		1.0 | 0.6680738954659252

 R   8 G  69   1536    1500.53     14.702		1.0 | 0.6580738954659252

 R   8 G  70   1536    1500.51     15.039		1.0 | 0.6580738954659252

 R   8 G  71   1544    1499.61     18.479		1.0 | 0.6580738954659252

 R   8 G  72   1534    1499.65     14.325		1.0 | 0.6580738954659252

 R   8 G  73   1530    1499.24     14.067		1.0 | 0.6580738954659252

 R   8 G  74   1532    1498.76     14.626		1.0 | 0.6580738954659252

 R   8 G  75   1534    1500.21     13.765		1.0 | 0.6580738954659252

 R   8 G  76   1528    1499.08     15.119		1.0 | 0.6580738954659252

 R   8 G  77   1532    1499.69     14.593		1.0 | 0.6580738954659252

 R   8 G  78   1538     1498.4      18.57		1.0 | 0.6580738954659252

 R   8 G  79   1540    1500.27      14.71		1.0 | 0.6580738954659252

 R   8 G  80   1546    1499.26     15.059		1.0 | 0.6580738954659252

 R   8 G  81   1536    1497.94     14.917		1.0 | 0.6580738954659252

 R   8 G  82   1540    1500.53      14.61		1.0 | 0.6580738954659252

 R   8 G  83   1534    1502.02     14.278		1.0 | 0.6580738954659252

 R   8 G  84   1538    1500.41     13.968		1.0 | 0.6580738954659252

 R   8 G  85   1536    1497.77     13.558		1.0 | 0.6580738954659252

 R   8 G  86   1540    1499.52     17.437		1.0 | 0.6580738954659252

 R   8 G  87   1540    1499.28     21.345		1.0 | 0.6580738954659252

 R   8 G  88   1532    1496.94     21.351		1.0 | 0.6580738954659252

 R   8 G  89   1532     1497.9     20.017		1.0 | 0.6580738954659252

 R   8 G  90   1536    1498.31     20.202		1.0 | 0.6580738954659252

 R   8 G  91   1540    1500.62     15.089		1.0 | 0.6580738954659252

 R   8 G  92   1536    1499.23     15.185		1.0 | 0.6580738954659252

 R   8 G  93   1550    1500.65     16.408		1.0 | 0.6580738954659252

 R   8 G  94   1536    1497.44     21.192		1.0 | 0.6580738954659252

 R   8 G  95   1536    1498.77     15.861		1.0 | 0.6580738954659252

 R   8 G  96   1534    1497.94     14.251		1.0 | 0.6580738954659252

 R   8 G  97   1542    1500.02     14.963		1.0 | 0.6580738954659252

 R   8 G  98   1542    1499.51     16.753		1.0 | 0.6580738954659252

 R   8 G  99   1536    1500.79     15.115		1.0 | 0.6580738954659252

 R   8 G 100   1550    1501.54     15.322		1.0 | 0.6580738954659252

 R   8 G 101   1548    1499.39     16.074		1.0 | 0.6580738954659252

 R   8 G 102   1544    1502.02     14.952		1.0 | 0.6580738954659252

 R   8 G 103   1538    1499.14     13.863		1.0 | 0.6580738954659252

 R   8 G 104   1530    1500.58     14.683		1.0 | 0.6580738954659252

 R   8 G 105   1540    1499.38     15.858		1.0 | 0.6580738954659252

 R   8 G 106   1540    1500.65     15.004		1.0 | 0.6580738954659252

 R   8 G 107   1532    1499.45     17.262		1.0 | 0.6580738954659252

 R   8 G 108   1546     1500.4     14.165		1.0 | 0.6580738954659252

 R   8 G 109   1532    1499.28     13.642		1.0 | 0.6580738954659252

 R   8 G 110   1540    1499.09     13.989		1.0 | 0.6580738954659252

 R   8 G 111   1540    1500.66      16.01		1.0 | 0.6580738954659252

 R   8 G 112   1542    1500.08     15.132		1.0 | 0.6580738954659252

 R   8 G 113   1534     1500.1      13.69		1.0 | 0.6580738954659252

 R   8 G 114   1536    1497.32     21.776		1.0 | 0.6580738954659252

 R   8 G 115   1530    1499.41     13.763		1.0 | 0.6580738954659252

 R   8 G 116   1550    1499.68     17.529		1.0 | 0.6580738954659252

 R   8 G 117   1544    1500.69     14.927		1.0 | 0.6580738954659252

 R   8 G 118   1542    1499.12     22.601		1.0 | 0.6580738954659252

 R   8 G 119   1548    1502.03      14.83		1.0 | 0.6580738954659252

 R   8 G 120   1536    1498.86     14.702		1.0 | 0.6580738954659252

 R   8 G 121   1538     1501.4     13.669		1.0 | 0.6580738954659252

 R   8 G 122   1536    1499.66     18.192		1.0 | 0.6580738954659252

 R   8 G 123   1542    1498.98     24.033		1.0 | 0.6580738954659252

 R   8 G 124   1538     1498.1     20.404		1.0 | 0.6580738954659252

 R   8 G 125   1542    1496.54     26.969		1.0 | 0.6580738954659252

 R   8 G 126   1538    1495.43     22.322		0.99 | 0.6580738954659252

 R   8 G 127   1538    1498.87     19.338		1.0 | 0.6580738954659252

 R   8 G 128   1540    1501.47     14.377		1.0 | 0.6580738954659252

 R   8 G 129   1536    1500.39     14.801		1.0 | 0.6580738954659252
