Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  100
Generations per Run          :  100
Population Size              :  100
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  4
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.1
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    348      205.6     73.457		0.10070556186895041 | 0.06107305562731147
 R  33 G  89    344     217.16     68.971		0.11483532409939876 | 0.4250526446312055

 R  33 G  90    348      222.0     71.581		0.11483532409939876 | 0.4350526446312055

 R  33 G  91    344     214.16     78.104		0.10483532409939876 | 0.4250526446312055

 R  33 G  92    346     219.88     79.839		0.10483532409939876 | 0.4250526446312055

 R  33 G  93    348     223.72     82.736		0.07483532409939878 | 0.47505264463120556

 R  33 G  94    348     212.14     72.982		0.10483532409939876 | 0.4250526446312055

 R  33 G  95    348     209.16     68.781		0.11483532409939876 | 0.4350526446312055

 R  33 G  96    346     208.94     72.794		0.09483532409939877 | 0.4350526446312055

 R  33 G  97    344      216.0     75.181		0.10483532409939876 | 0.4250526446312055

 R  33 G  98    346     206.26     74.863		0.09483532409939877 | 0.44505264463120553

 R  33 G  99    346     205.02     69.886		0.08483532409939877 | 0.45505264463120554

33    21###################### RawFitness
           0          0          350

 R  34 G   0    350     202.56     74.913		0.031198124845453923 | 0.0700199908608875

 R  34 G   1    346     203.76     67.899		0.031198124845453923 | 0.0700199908608875

 R  34 G   2    348     216.52     64.022		0.03878274401658999 | 0.04987854050908025

 R  34 G   3    350     205.44     80.876		0.02105362419832535 | 0.292570801788014

 R  34 G   4    350     217.14     74.583		0.02105362419832535 | 0.302570801788014

 R  34 G   5    350     198.72     80.954		0.02119812484545392 | 0.0700199908608875

 R  34 G   6    350     200.74     83.589		0.02105362419832535 | 0.302570801788014

 R  34 G   7    350     211.22     70.466		0.02105362419832535 | 0.292570801788014

 R  34 G   8    350      205.1     75.599		0.03105362419832535 | 0.292570801788014

 R  34 G   9    350     203.54     80.896		0.011053624198325349 | 0.302570801788014

 R  34 G  10    350      207.7     71.199		0.0010536241983253487 | 0.292570801788014

 R  34 G  11    348     210.66     66.947		0.03105362419832535 | 0.302570801788014

 R  34 G  12    350     216.12     75.842		0.02105362419832535 | 0.302570801788014

 R  34 G  13    350     201.74     79.745		0.03105362419832535 | 0.302570801788014

 R  34 G  14    350     216.36     67.698		0.02105362419832535 | 0.292570801788014

 R  34 G  15    342     205.12     74.846		0.03105362419832535 | 0.302570801788014

 R  34 G  16    350      203.5     72.638		0.02105362419832535 | 0.292570801788014

 R  34 G  17    350     206.54     82.067		0.011053624198325349 | 0.28257080178801397

 R  34 G  18    346     203.92     75.435		0.02105362419832535 | 0.292570801788014

 R  34 G  19    350     178.54     83.196		0.02105362419832535 | 0.292570801788014

 R  34 G  20    350      199.0     81.025		0.02105362419832535 | 0.292570801788014

 R  34 G  21    348     221.24     64.831		0.02105362419832535 | 0.292570801788014

 R  34 G  22    350     196.06     83.493		0.02105362419832535 | 0.292570801788014

 R  34 G  23    350     194.32     77.827		0.02105362419832535 | 0.292570801788014

 R  34 G  24    350     209.66     80.597		0.02105362419832535 | 0.292570801788014

 R  34 G  25    346      197.3     76.522		0.02105362419832535 | 0.292570801788014

 R  34 G  26    350     200.86     74.309		0.02105362419832535 | 0.292570801788014

 R  34 G  27    350     207.44     76.646		0.02105362419832535 | 0.292570801788014

 R  34 G  28    350     210.64     75.089		0.02105362419832535 | 0.292570801788014

 R  34 G  29    350      197.2     76.467		0.02105362419832535 | 0.292570801788014

 R  34 G  30    350     191.98     82.682		0.02105362419832535 | 0.312570801788014

 R  34 G  31    350     205.64     85.571		0.02105362419832535 | 0.292570801788014

 R  34 G  32    350      209.9     79.949		0.02105362419832535 | 0.302570801788014

 R  34 G  33    350     221.76     82.704		0.02105362419832535 | 0.302570801788014

 R  34 G  34    350     209.52      71.06		0.02105362419832535 | 0.292570801788014

 R  34 G  35    350      212.6     66.806		0.02105362419832535 | 0.292570801788014

 R  34 G  36    350     218.02     78.879		0.02105362419832535 | 0.302570801788014

 R  34 G  37    350     228.72     79.287		0.011053624198325349 | 0.302570801788014

 R  34 G  38    350      210.1      77.09		0.02105362419832535 | 0.292570801788014

 R  34 G  39    350     218.72     81.112		0.03105362419832535 | 0.292570801788014

 R  34 G  40    350     219.26     89.283		0.02105362419832535 | 0.302570801788014

 R  34 G  41    350     217.26     83.668		0.02105362419832535 | 0.312570801788014

 R  34 G  42    350     219.58     77.684		0.02105362419832535 | 0.292570801788014

 R  34 G  43    350      212.1     70.999		0.04105362419832535 | 0.292570801788014

 R  34 G  44    350     218.78     62.571		0.02105362419832535 | 0.292570801788014

 R  34 G  45    350     216.16     78.406		0.04105362419832535 | 0.292570801788014

 R  34 G  46    350      209.1     72.994		0.04105362419832535 | 0.28257080178801397

 R  34 G  47    350      207.9     68.551		0.011053624198325349 | 0.302570801788014

 R  34 G  48    350     220.42     69.813		0.02105362419832535 | 0.322570801788014

 R  34 G  49    350     216.38     78.684		0.0010536241983253487 | 0.292570801788014

 R  34 G  50    350     199.76      59.25		0.011053624198325349 | 0.28257080178801397

 R  34 G  51    350     201.16     78.232		0.0 | 0.292570801788014

 R  34 G  52    350     210.66     70.191		0.0 | 0.292570801788014

 R  34 G  53    350     209.06     70.951		0.02105362419832535 | 0.292570801788014

 R  34 G  54    348     212.44     73.726		0.011053624198325349 | 0.27257080178801396

 R  34 G  55    350     188.42     82.962		0.011053624198325349 | 0.26257080178801395

 R  34 G  56    348     204.42     73.588		0.011053624198325349 | 0.27257080178801396

 R  34 G  57    350      192.4     76.829		0.011053624198325349 | 0.27257080178801396

 R  34 G  58    350     206.48     76.981		0.011053624198325349 | 0.27257080178801396

 R  34 G  59    286     210.86     66.272		0.75001390679173 | 0.8592816083377998

 R  34 G  60    288      192.5     83.646		0.75001390679173 | 0.8392816083377997

 R  34 G  61    286     199.56     80.472		0.73001390679173 | 0.8592816083377998

 R  34 G  62    288     201.22     73.214		0.7200139067917299 | 0.8292816083377997

 R  34 G  63    290     192.14      84.04		0.73001390679173 | 0.8492816083377998

 R  34 G  64    290     213.18     74.673		0.75001390679173 | 0.8592816083377998

 R  34 G  65    284      180.9     84.441		0.7100139067917299 | 0.8192816083377997

 R  34 G  66    290      217.2     71.023		0.75001390679173 | 0.8592816083377998

 R  34 G  67    298      204.5     70.917		0.7100139067917299 | 0.8192816083377997

 R  34 G  68    290     201.84       75.0		0.73001390679173 | 0.8292816083377997

 R  34 G  69    298     199.28      79.96		0.73001390679173 | 0.8492816083377998

 R  34 G  70    286     208.54     75.851		0.7200139067917299 | 0.8492816083377998

 R  34 G  71    286     206.38     75.755		0.73001390679173 | 0.8492816083377998

 R  34 G  72    288     202.12     75.134		0.73001390679173 | 0.8492816083377998

 R  34 G  73    284      191.9     81.406		0.75001390679173 | 0.8592816083377998

 R  34 G  74    294     190.26     80.759		0.75001390679173 | 0.8492816083377998

 R  34 G  75    284     199.98     74.532		0.73001390679173 | 0.8592816083377998

 R  34 G  76    290     192.94     81.676		0.75001390679173 | 0.8492816083377998

 R  34 G  77    288     202.84     77.333		0.74001390679173 | 0.8592816083377998

 R  34 G  78    288      192.6     81.767		0.74001390679173 | 0.8592816083377998

 R  34 G  79    290      208.3     76.527		0.74001390679173 | 0.8192816083377997

 R  34 G  80    290     196.22     78.693		0.74001390679173 | 0.8192816083377997

 R  34 G  81    284     198.62     77.375		0.74001390679173 | 0.8492816083377998

 R  34 G  82    290     207.58      73.45		0.73001390679173 | 0.8492816083377998

 R  34 G  83    294     205.86     76.538		0.75001390679173 | 0.8492816083377998

 R  34 G  84    288      187.8     82.022		0.7200139067917299 | 0.8492816083377998

 R  34 G  85    280     208.02     69.338		0.74001390679173 | 0.8392816083377997

 R  34 G  86    284      202.9     78.033		0.73001390679173 | 0.8492816083377998

 R  34 G  87    276      197.3      73.33		0.76001390679173 | 0.8792816083377998

 R  34 G  88    284     193.12     80.247		0.74001390679173 | 0.8192816083377997

 R  34 G  89    286     195.16     82.386		0.73001390679173 | 0.8092816083377997

 R  34 G  90    284      194.5     81.935		0.73001390679173 | 0.8092816083377997

 R  34 G  91    290     207.64      71.19		0.74001390679173 | 0.8292816083377997

 R  34 G  92    286     207.42     70.899		0.74001390679173 | 0.8792816083377998

 R  34 G  93    286     201.48     79.662		0.73001390679173 | 0.8192816083377997

 R  34 G  94    286     198.24     79.024		0.75001390679173 | 0.8192816083377997

 R  34 G  95    292     205.14     77.303		0.74001390679173 | 0.8292816083377997

 R  34 G  96    282      208.0     76.895		0.73001390679173 | 0.8092816083377997

 R  34 G  97    284     206.24     79.154		0.73001390679173 | 0.7992816083377997

 R  34 G  98    284     212.58     64.395		0.73001390679173 | 0.8292816083377997

 R  34 G  99    284     199.18     79.308		0.74001390679173 | 0.8192816083377997

34     0###################### RawFitness
           0          0          350

 R  35 G   0    340     213.98     78.255		0.11166234055096302 | 0.6621946460616995

 R  35 G   1    344      218.1     70.444		0.06694412275553052 | 0.7439370387209887

 R  35 G   2    342      214.3     61.786		0.07717196949153916 | 0.07146775697830575

 R  35 G   3    326     199.02     63.965		0.3766133140178992 | 0.3872510117303408

 R  35 G   4    328     203.14     70.006		0.2836576352256228 | 0.04058883316784412

 R  35 G   5    318      198.3     70.175		0.3231285952403068 | 0.8551943180505727

 R  35 G   6    346     216.26     71.241		0.07717196949153916 | 0.07146775697830575

 R  35 G   7    346     215.68     79.475		0.07717196949153916 | 0.07146775697830575

 R  35 G   8    342     208.44     78.108		0.07717196949153916 | 0.09146775697830574

 R  35 G   9    342     210.02     73.593		0.08717196949153916 | 0.08146775697830574

 R  35 G  10    346     206.96      72.96		0.05717196949153917 | 0.07146775697830575

 R  35 G  11    348     213.28      70.85		0.06717196949153917 | 0.07146775697830575

 R  35 G  12    346     190.98     76.537		0.06717196949153917 | 0.07146775697830575

 R  35 G  13    346     217.56      75.93		0.06717196949153917 | 0.07146775697830575

 R  35 G  14    348     207.12     72.693		0.05717196949153917 | 0.07146775697830575

 R  35 G  15    346     207.42     75.718		0.07717196949153916 | 0.08146775697830574

 R  35 G  16    346     212.28     78.519		0.05717196949153917 | 0.07146775697830575

 R  35 G  17    348      209.6     79.043		0.05717196949153917 | 0.09146775697830574

 R  35 G  18    342     189.24     82.462		0.05717196949153917 | 0.09146775697830574

 R  35 G  19    348     203.08     84.238		0.05717196949153917 | 0.09146775697830574

 R  35 G  20    346     219.22     74.994		0.06717196949153917 | 0.09146775697830574

 R  35 G  21    346     210.54     88.722		0.06717196949153917 | 0.09146775697830574

 R  35 G  22    338     209.44     73.819		0.047171969491539165 | 0.10146775697830573

 R  35 G  23    346     212.56     90.748		0.07717196949153916 | 0.09146775697830574

 R  35 G  24    350     201.62     79.623		0.06717196949153917 | 0.09146775697830574

 R  35 G  25    348     185.06     81.489		0.06717196949153917 | 0.09146775697830574

 R  35 G  26    348     209.78     83.042		0.06717196949153917 | 0.09146775697830574

 R  35 G  27    346     208.36     75.895		0.06717196949153917 | 0.09146775697830574

 R  35 G  28    350     202.92     77.946		0.06717196949153917 | 0.09146775697830574

 R  35 G  29    348     200.44     84.144		0.06717196949153917 | 0.09146775697830574

 R  35 G  30    342     207.24      68.58		0.06717196949153917 | 0.09146775697830574

 R  35 G  31    348     200.36     80.116		0.06717196949153917 | 0.09146775697830574

 R  35 G  32    350     213.38     86.173		0.06717196949153917 | 0.10146775697830573

 R  35 G  33    348     214.44     77.266		0.06717196949153917 | 0.10146775697830573

 R  35 G  34    348     208.16     81.083		0.07717196949153916 | 0.10146775697830573

 R  35 G  35    330     203.94     82.253		0.28312859524030676 | 0.8551943180505727

 R  35 G  36    338      205.7      80.49		0.26312859524030674 | 0.8551943180505727

 R  35 G  37    328     206.82     76.408		0.28312859524030676 | 0.8551943180505727

 R  35 G  38    334     200.38     89.412		0.26312859524030674 | 0.8551943180505727

 R  35 G  39    336     194.04     72.466		0.29312859524030677 | 0.8551943180505727

 R  35 G  40    332     199.92     86.855		0.26312859524030674 | 0.8551943180505727

 R  35 G  41    338      215.9     87.103		0.26312859524030674 | 0.8651943180505727

 R  35 G  42    330     201.06     88.084		0.25312859524030673 | 0.8551943180505727

 R  35 G  43    340     208.38     91.046		0.26312859524030674 | 0.8551943180505727

 R  35 G  44    336      195.2     91.378		0.3031285952403068 | 0.8551943180505727

 R  35 G  45    330     200.92     88.326		0.3131285952403068 | 0.8551943180505727

 R  35 G  46    336      220.9     70.922		0.26312859524030674 | 0.8551943180505727

 R  35 G  47    336     208.44     86.391		0.25312859524030673 | 0.8651943180505727

 R  35 G  48    334     195.74     91.919		0.26312859524030674 | 0.8551943180505727

 R  35 G  49    336     199.04     92.924		0.26312859524030674 | 0.8551943180505727

 R  35 G  50    332     213.08     81.352		0.3031285952403068 | 0.8651943180505727

 R  35 G  51    332     204.98     88.267		0.3031285952403068 | 0.8551943180505727

 R  35 G  52    326     218.98     76.854		0.3131285952403068 | 0.8351943180505726

 R  35 G  53    332     223.64     76.896		0.3031285952403068 | 0.8551943180505727

 R  35 G  54    330     212.28     87.577		0.3031285952403068 | 0.8651943180505727

 R  35 G  55    332     207.74     73.104		0.3031285952403068 | 0.8451943180505727

 R  35 G  56    334     206.72     85.078		0.29312859524030677 | 0.8651943180505727

 R  35 G  57    330      205.0     90.269		0.29312859524030677 | 0.8651943180505727

 R  35 G  58    330     193.56     87.306		0.3031285952403068 | 0.8451943180505727

 R  35 G  59    328      207.3     77.049		0.3031285952403068 | 0.8451943180505727

 R  35 G  60    336     211.94     78.599		0.29312859524030677 | 0.8551943180505727

 R  35 G  61    336     215.24     77.966		0.3031285952403068 | 0.8651943180505727

 R  35 G  62    334     211.56     81.099		0.3231285952403068 | 0.8251943180505726

 R  35 G  63    334      202.7     82.168		0.28312859524030676 | 0.8651943180505727

 R  35 G  64    330     217.92     80.511		0.29312859524030677 | 0.8651943180505727

 R  35 G  65    332     193.86     74.414		0.29312859524030677 | 0.8651943180505727

 R  35 G  66    330     189.52     91.075		0.3131285952403068 | 0.8451943180505727

 R  35 G  67    338     202.88     82.903		0.3031285952403068 | 0.8551943180505727

 R  35 G  68    330     208.26      90.61		0.29312859524030677 | 0.8651943180505727

 R  35 G  69    330     205.64     81.665		0.3131285952403068 | 0.8451943180505727

 R  35 G  70    340     205.84     78.351		0.29312859524030677 | 0.8351943180505726

 R  35 G  71    328      211.2     77.196		0.29312859524030677 | 0.8451943180505727

 R  35 G  72    328     198.24      80.49		0.29312859524030677 | 0.8451943180505727

 R  35 G  73    332      204.0     92.114		0.29312859524030677 | 0.8551943180505727
